,text,codes
359,"<span>Back up. Back at \xe2\x80\x98em. <br> Republicans! Our Democracy\xe2\x80\x99s greatest foe ever!<br> <br> We tried. We were ready to take a new path. But then Republicans just used the opening to become an even greater risk to the survival of our democracy.<br> <br> In the wake of Saturday\xe2\x80\x99s events, Speaker of the House Johnson wants President Biden to stop talking about what Republicans did January 6. He wants the president to go silent on how dangerous they\xe2\x80\x99ve become to everything that is America. Don\xe2\x80\x99t do it, Joe!<br> <br> And ask any old honest conservative if you can still find one. They will tell you the very first step to having people stop saying you are a threat to democracy is to stop being a threat to democracy. <br> <br> But in this moment of coming together, in this moment of calming it all down, the Republicans and their Trump-appointed judge obstruct Justice and just throw out a seriously well evidenced espionage case against the former president. Loyalty to the King over loyalty to the Constitution is our future unless we turn out more voters than they do. <br> <br> Free pass time is over. So back to our originally scheduled programming.<br> <br> Milwaukee Mardi Gras!<br> To celebrate Convention Tuesday here in Milwaukee, 30% off our best Mardi Gras Spices and Seasonings! <br> <br> Milwaukee is a really good spot for conventions. Great people, great prices, great food. We love our conventions and all who attend. But if we are to be honest here, this one is really different from all the others. This one is, how shall I put this\xe2\x80\xa6 Just really Greazy. <br> <br> Love the sinner and all, but man there has never been a convention here in Milwaukee where everybody is all on the take like this one. From the fossil fuel lobbyists trying to squeeze out a few billion more in profit$ while doing trillions of dollars of damage to our environment all the way down to the first-time delegate on sale for a free breakfast buffet and a picture with their \xe2\x80\x9cheroes.\xe2\x80\x9d<br> <br> We love them all, but there\xe2\x80\x99s no way around it, it\xe2\x80\x99s Fat Tuesday here in Milwaukee. Luckily we have good seasonings for that. And through Wednesday they are 30% off. You can check out the whole list here: <a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.penzeys.com%2Fshop%2Fspices%2F%3FcategoryId%3D194&amp;h=AT0y-cj_5yVBrtbz_Q_HJyCK4dlKEE4U0Yy1dxcW-WjlbPPDJBMtRJJkgL4k3S9FFTt53pa3chKnU_kAAaQ7c1TN0-JBTQG4FbmU1NW3BQUWNgEfGxAFCulcPlp2CA7D_oTbmMLE4Ahngb49hg6pPaiStqg82CqGLpOOeg"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">https://www.penzeys.com/shop/spices/?categoryId=194</a> <br> <br> But a few of my favorites are the classic Cajun Seasoning, Vanilla Sugar for donuts and deep fried treats, and Ozark fried chicken seasoning. And don\xe2\x80\x99t miss our Florida Seasoned Pepper; not only is it really good, it\xe2\x80\x99s got a touch of citrus to it that kind of cuts the greasiness. Plus it\xe2\x80\x99s salt-free so you can enjoy your deep-fried foods the healthy way : )<br> <br> Also two free $3.95 Justice Seasonings with any purchase if you use the code SHARE in the apply code box at checkout at <a href=""https://l.facebook.com/l.php?u=http%3A%2F%2Fpenzeys.com%2F&amp;h=AT04mq1QQEzTdAtagqIof9etuJlrEt99hFMazGaLxF5U3W1JLnDHpJExAO6CZ75GJ7V3e9Zby6ssOmf2GJh6lyQR2Bs6uzoqzvIz2os4Rgfdy47sK1K_HUOFetZAinFT5rYczAGPkMeA8Z7RDbqN6kr4beh43HbS94F2FA"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">penzeys.com</a> or show this post on your phone in our stores: <a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.penzeys.com%2Flocations%2F&amp;h=AT0EEKjEoF-mS2f7E7o42BgnIp796YLek1-sRTt_eBcEQZRcvkhb2dv8yQHv1yuyc32Dt9l79cWk8XlQPAji7OpOZzugqwhy-UTfHvBaINUZSZ2cpZaylA3vpmPq7IvmGAN-xSTNmLl_lNkqeNUQzTEd0lJnDd0fhyiyVg"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">https://www.penzeys.com/locations/</a><br> <br> Republicans won\xe2\x80\x99t work for justice. As we saw today they only work to obstruct it. So it\xe2\x80\x99s up to us to share it. Justice Seasoning is awesome. But don\xe2\x80\x99t take my word for it, check out the comments below. People really like it.<br> <br> And free shipping with $40 spending, but we\xe2\x80\x99ve dropped the charge for orders under $40 to just $4.95 to make it easy for first-time customers to give us a try. <br> <br> What we do works because our customers support us doing it. If you like what we are doing, now is the time to let us know.<br> <br> Thanks!<br> <br> Happy Milwaukee Mardi Gras!<br> Let the Sausage Roll!<br> <br> Bill<br> <br> bill@penzeys.com<br> <br> And I get that now might not be a good time to order, but it\xe2\x80\x99s still a great time to sign up for our email list. We need you. You can sign up here: <a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.penzeys.com%2Fsign-up-for-email%2F&amp;h=AT3ZNtnrdkWWARwrWk5yh2KtZKsmadpg1-Q8N9u0C4Rzr4w0asQhIbMECfsXwQZhQpQ-dqxNpIs8k5EBbuI-u5XRrUrj6q-gvEjkbJBgWhGo9O2mKOCNWQVk2dhxwQIahCVuHKEm3CvnCX-4ATUdvyoSp-GUYgsih7ISUA"" rel=""nofollow noreferrer"" target=""_blank"" data-lynx-mode=""asynclazy"">https://www.penzeys.com/sign-up-for-email/</a><br> <br> Thanks!</span>",[0]
360,"Cori Bush has been a force of nature in Congress — introducing transformative legislation, fighting to hold insurrectionists accountable, spotlighting the need for humanity in government, and delivering for the people of her St. Louis district.

Not only that, but she made history as the first nurse and the first Black woman to EVER represent Missouri in federal office. She is the type of committed champion of working people we need more of in Congress.

But she's facing strong political headwinds from the millions of dollars Republican-aligned groups are spending against her this year. Her primary opponent is funded by the same folks who bankrolled Josh Hawley, Nikki Haley, and Donald Trump's campaigns — and he has previously worked to elect an anti-abortion Republican.

Let's get this straight: If you work for Republicans and take donations from Republicans, you're a Republican.

The Squad Victory Fund exists to counter the flood of far-right money into Democratic primaries — the LAST place this shady dark money belongs. If you stand with Cori, the Squad, and Democrats fighting to regain the majority this year, will you chip in $20 right now?",[0]
361,"<span>Look, we\xe2\x80\x99ll be honest: Donald Trump is gaining serious momentum. His MAGA billionaire buddies are pouring millions into his campaign, looking for tax breaks at the expense of our democracy.<br> <br> And if that wasn\xe2\x80\x99t bad enough, new reporting revealed a mega-donor gave $50 MILLION to Trump\xe2\x80\x99s super PAC. <br> <br> Donald Trump can keep his MAGA billionaire friends. President Biden would rather count on the support of grassroots donors like you.<br> <br> So, will you step up and pitch in to support Team Biden-Harris today?</span>",[10]
362,"Trump Take Our Country Back Flag, Personalized House Flag, Gift For Trump Fans. Get It Here: https://50starsnation.com/gf7508
#Vote #DonaldTrump #MAGA #Trump2024",[0]
363,"We\xe2\x80\x99re approaching a critical end-of-month fundraising deadline and we want to send a powerful message by finishing August strong. Donate today, and together, we\xe2\x80\x99ll show Donald Trump and his billionaire buddies that Team Harris-Walz is just getting started.",[0]
364,"Would you wear this Hat?
Grab Yours Today
nextlevelgoods.com/products/nl-1977hat

#trump #DonaldTrump #MAGA #Trump2024 #Vance",[0]
365,Trump Vows End To ‘Brutal Plague’ Of Crime Under Biden-Harris,[0]
366,"Robert Reich: Have you heard about Project 2025?

It's a nearly 1,000-page blueprint for turning America into a white Christian nationalist police state … all by executive order and without an act of Congress.

If Trump becomes president, then with the stroke of his pen …

Abortion will be banned nationwide. The DOJ will no longer be independent—and there will be no one left to stop Trump from charging his political opponents with crimes. The Department of Education will be eliminated. The Insurrection Act will be used to shut down protests and deploy the National Guard for partisan reasons.

But there’s hope. The vast majority of Americans are AGAINST Project 2025's proposed policies.

We've got to raise awareness of Project 2025 and Trump's plans so that voters keep him out of the Oval Office.

And research shows that about one-third of people under 30—a key demographic in deciding this year’s election—get their news from TikTok, where MAGA is dominating right now. When Trump joined TikTok, within three days he had 5 million followers—14 times as many followers as President Biden.

That's why I'm excited by MoveOn's plans to build a cadre of up to 200 social media influencers who can help expose the dangers of Project 2025 to their massive, dedicated audiences.

Will you help my good friends at MoveOn reach as many voters as possible before the election? By starting a monthly donation today, you will power MoveOn’s work to spread the truth to millions of people about Trump and Project 2025's Christian nationalist agenda.

[PAID FOR BY POLITICAL ACTION, . Not authorized by any candidate or candidate’s committee.]",[24]
367,"<span>I cannot imagine two more starkly different visions for where we want our country to go. <br> <br> We can choose the dark path of Project 2025, with less freedom and more division. Or we can choose to pull together and do the work -- For The People. <br> <br> I need you with me in this fight. So, I have to ask: Will you pitch in  to elect me as President of the United States, support Democrats nationwide, and defeat Donald Trump?</span>",[0]
368,"Just a few days into a long 4 years for some 😂
Get 20% off using code FB20",[0]
369,"🚨Defend the integrity of our elections 🚨

MoveOn is prepared to defend our safe and secure election system against MAGA’s sabotage efforts and ensure that the will of the people prevails. Our leaders do not get to pick their voters. The stakes are too high to silence us.

MoveOn has been closely tracking the plans being put in place by Donald Trump and MAGA Republicans to contest the election results and attempt to overthrow the will of the people. They include launching dozens of lawsuits, tapping into election denier allies on local election boards to delay or stop vote certification, and more.

That's why, several months ago, MoveOn started preparations to make sure we’re ready to keep up the fight to protect our safe and secure election system and ensure that every vote 🗳️ is counted.

We’ve seen this old, tired playbook before. We all remember Trump's sham lawsuits and lies after the 2020 election, all setting the stage for the deadly attempted coup on January 6, 2021, to undermine the will of the voters.

But we have stopped these attacks before, and we can do it again now. That's why our preparations to respond to any attempted sabotage are so important.

Will you start a monthly donation now to ensure that MoveOn has the resources to organize our members to defend the will of the people, protect free and fair elections, and advance a people-first agenda?

[PAID FOR BY POLITICAL ACTION, . Not authorized by any candidate or candidate’s committee.]",[16]
370,"Enter To Win 100 Trump Golf Gloves! 🇺🇸

We are giving away a 100 Trump Golf Gloves to one lucky winner!  Enter before the Giveaway ends on September 31st.

Enter To Win -->  
https://golf4geniuses.co/100trumpglovesgiveaway",[0]
371,"<span>PENNSYLVANIA: I\'m coming to Williamsport!<br> <br> Join me on Wednesday, October 16th \xe2\x80\x94 at 3:00PM. Be part of a HISTORIC rally.<br> <br> Get your tickets before they\xe2\x80\x99re gone \xe2\x80\x93 and I\xe2\x80\x99ll see you soon! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8</span>",[3]
372,"Legends Never Die - Trump 2024 Flag. Decorate with Presidential Power! Get it here - https://theredfirst.com/gf1116.
#Trump2024 #Trumpfight #vote #MAGA",[0]
373,\xe2\x80\x9cDonald Trump thinks so little of Black people that he can\xe2\x80\x99t help but to keep saying the quiet part out loud: He thinks only certain jobs are \xe2\x80\x98Black jobs.\xe2\x80\x99\xe2\x80\x9d -Rep. Cedric Richmond,[10]
374,"Take 25% OFF all new designs! 🇺🇸
Use code SHIELD25 at checkout 📦
shieldrepublic.com/products/trump-ice-2024-white",[0]
375,"<span>While I am getting ready to deal with Trump\xe2\x80\x99s constant lies and interruptions in real time on September 10, I am counting on this team to keep getting ready for November 5. <br> <br> We know that this is going to be a tight race until the very end. <br> <br> That is why my team has set an ambitious goal of bringing in 2 million donations by September 16, when we have 50 days left until Election Day. If you believe in freedom, opportunity, and the promise of America, Tim and I need you with us.</span>",[10]
376,"Please don’t scroll past this.

If you knew that by giving just $25 today, you could prevent another Trump presidency and elect Democrats nationwide, wouldn’t you donate immediately?

We know that $25 may not seem like enough money to do that. But by the time you’re done reading this, thousands of people will have already donated their $25. Now, they’re counting on you to do the same. Voting has begun, and we need as much momentum as possible to win this.",[0]
377,"OPINION: Is an F-Bomb over the top on a campaign sign? No, says the person who put up the sign. Columnist Steve Pokin also got input from the homeowner's southeast Springfield neighbors, one of whom said, “It is their First Amendment right.”

Read it: https://sgfcitizen.org/steve-pokin-columns-2/pokin-around-is-an-f-bomb-too-much-in-front-yard-campaign-sign-trump-supporter-doesnt-think-so/",[0]
378,"I'm coming to Waukesha!

Join me on Sunday, October 20th — at 5:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",[0]
379,"🚨 Will you stand with Trump after he got shot? Grab our ""Trump Vance '24"" tumbler for FREE for a limited time! 🇺🇸

🇺🇸 This is the perfect way to keep your drinks ice cold and show you are all in on Trump/Vance this election! 🇺🇸",[0]
380,"Donald J. Trump: “When I'm back in the Oval Office, no one will lay a finger on your firearms.”",[0]
381,"<div style=""white-space: pre-wrap;""><span>Election Day is almost here &amp; Pres. Trump needs all of his loyal supporters in North Carolina to vote. Request your ballot HERE.</span>",[0]
382,"Secure Your Retirement With Trump’s Gold Victory Loophole!

📈 Get Your FREE 2024 Gold Guide Today!

Discover how to protect and grow your retirement savings TAX-FREE with Gold IRA. Learn why Trump's IRS issued this tax-free gift and how insiders are safeguarding their wealth with precious metals.

Don't wait—protect your financial future from inflation and de-dollarization now!

Get Yours 👉🏻",[0]
383,"Kamala and I would love to meet you.

Pitch in today to enter for a chance to make it happen.",[0]
384,"Don't Blame Us We Voted For Trump - Personalized Yard Sign
Order here 👉 https://50starsnation.com/ys7488
#MAGA #Trump2024 #yardsign #homedecor",[0]
385,"<span>On the debate stage, JD Vance proved that all he and Trump want to do is take our country backward. Meanwhile, our campaign is about moving our country forward. <br> <br> If you are ready to elect Kamala, me, and Democrats nationwide -- and defeat Trump and JD Vance -- I am asking you to make a donation.</span>",[0]
386,"Friend, we’ll be honest: We need a donation from you right away.

Here is the state of the race: Recent polling shows us virtually TIED with Donald Trump nationally. And Trump and his extremist allies continue to dump hundreds of millions of dollars into attack ads against us.

The stakes could not be higher. That is why we pulled the records of our top supporters, and here's what we saw for you:",[0]
387,"<div style=""white-space: pre-wrap;""><span>Als Planner keukenlogistiek en -montage zorg jij ervoor dat alles op tijd geregeld is voor de levering en montage van prachtige keukens. Van het inplannen van opdrachten tot het effici\xc3\xabnt inzetten van onze monteurs en chauffeurs, jij hebt alles onder controle! \xf0\x9f\x99\x8c Meer weten? Lees verder op onze site!</span>",[0]
388,<span>Phone? Check! Keys? Check! Trump Ballot???<br> <br> ARIZONA: SECURE YOUR TRUMP VOTE TODAY!<br> <br> Return your ballot NOW!</span>,[6]
389,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,[0]
390,"<span>While I am getting ready to deal with Trump\xe2\x80\x99s constant lies and interruptions in real time on September 10, I am counting on this team to keep getting ready for November 5. <br> <br> We know that this is going to be a tight race until the very end. <br> <br> That is why my team has set an ambitious goal of bringing in 2 million donations by September 16, when we have 50 days left until Election Day. If you believe in freedom, opportunity, and the promise of America, Tim and I need you with us.</span>",[0]
391,"<span>ATTENTION WISCONSIN: I\xe2\x80\x99m humbly asking you to stop what you\xe2\x80\x99re doing and check your voter registration status.<br> <br> Only a handful of votes will decide this election.<br> <br> We can stop inflation, secure our borders, lower taxes, and make America Great Again!<br> <br> But if you sit on the sidelines this election, I hope you\xe2\x80\x99re ready for President Harris.<br> <br> We won\xe2\x80\x99t have a country if she wins.<br> <br> Click the link below now before it\'s too late.<br> <br> Register to vote now and MAKE AMERICA GREAT AGAIN!</span>",[1]
